emp_no,first_name,last_name,title,salary,from_date
54566,Debaprosad,Kropf,Engineer,51617,9/30/1988
54566,Debaprosad,Kropf,Senior Engineer,51617,9/30/1988
54473,Aiman,Benaini,Senior Staff,40000,10/14/1987
54473,Aiman,Benaini,Staff,40000,10/14/1987
54574,Stabislas,Czaja,Senior Staff,49349,12/24/1986
54574,Stabislas,Czaja,Staff,49349,12/24/1986
54474,Ult,Schreiter,Technique Leader,40839,11/25/1991
54480,Danel,Nilsson,Engineer,40000,3/13/1998
54584,Fusako,Plotkin,Engineer,52860,5/21/1999
54517,Jongsuk,Liesche,Assistant Engineer,40000,1/1/1991
54595,Jixiang,Bultermann,Senior Staff,52462,7/17/1987
54595,Jixiang,Bultermann,Staff,52462,7/17/1987
54614,Nobuyoshi,Antonakopoulos,Senior Engineer,40097,7/19/1998
54621,Sven,Murrill,Engineer,44946,3/7/1986
54621,Sven,Murrill,Senior Engineer,44946,3/7/1986
54648,Denny,Setiz,Engineer,54937,2/22/1991
54648,Denny,Setiz,Senior Engineer,54937,2/22/1991
54655,Lenore,Kossowski,Senior Staff,92838,2/21/1988
54655,Lenore,Kossowski,Staff,92838,2/21/1988
54517,Jongsuk,Liesche,Engineer,40000,1/1/1991
54674,Fumino,Kaiserswerth,Senior Staff,76364,6/3/1986
54677,Chirstian,Schaaf,Engineer,43197,4/5/1988
54746,Ramzi,Liesche,Senior Staff,80072,11/18/1986
54677,Chirstian,Schaaf,Senior Engineer,43197,4/5/1988
54685,Marek,Georgatos,Assistant Engineer,60559,5/14/1988
54685,Marek,Georgatos,Engineer,60559,5/14/1988
54685,Marek,Georgatos,Senior Engineer,60559,5/14/1988
54703,Zhenhua,Swen,Senior Staff,51433,7/30/1987
54703,Zhenhua,Swen,Staff,51433,7/30/1987
54704,Kellyn,Rebaine,Engineer,40000,12/2/1991
54704,Kellyn,Rebaine,Senior Engineer,40000,12/2/1991
54746,Ramzi,Liesche,Staff,80072,11/18/1986
54830,Tadahiro,Trystram,Assistant Engineer,51781,10/17/1991
54830,Tadahiro,Trystram,Engineer,51781,10/17/1991
54830,Tadahiro,Trystram,Senior Engineer,51781,10/17/1991
54837,Jordanka,Melton,Senior Staff,74315,8/13/1988
54758,Kwun,Butner,Senior Staff,40000,5/20/2002
54853,Van,Heemskerk,Senior Engineer,40000,4/4/1998
54855,Gian,Gulla,Senior Engineer,40000,8/29/1985
54758,Kwun,Butner,Staff,40000,5/20/2002
54858,Chinho,Sundgren,Assistant Engineer,40000,4/7/1987
54858,Chinho,Sundgren,Engineer,40000,4/7/1987
54858,Chinho,Sundgren,Senior Engineer,40000,4/7/1987
54767,Richara,Peac,Engineer,51061,8/9/1994
54868,Ult,Highland,Engineer,40000,1/4/1990
54868,Ult,Highland,Senior Engineer,40000,1/4/1990
54767,Richara,Peac,Senior Engineer,51061,8/9/1994
54770,Charlene,Demizu,Engineer,57923,12/16/1988
54770,Charlene,Demizu,Senior Engineer,57923,12/16/1988
54884,Lillian,Greenaway,Staff,40000,5/26/1995
54772,Khedija,Krohn,Engineer,43934,12/30/1985
54888,Manohar,Danley,Engineer,40000,7/25/1986
54888,Manohar,Danley,Senior Engineer,40000,7/25/1986
54772,Khedija,Krohn,Senior Engineer,43934,12/30/1985
54892,Sandeepan,Goldhammer,Engineer,40000,7/26/1985
54892,Sandeepan,Goldhammer,Senior Engineer,40000,7/26/1985
54773,Avishai,Cichocki,Senior Engineer,46926,8/8/1988
54775,Chinya,Emden,Senior Staff,40000,1/1/1989
54775,Chinya,Emden,Staff,40000,1/1/1989
54777,Niteen,Oxenboll,Senior Staff,58429,9/9/1996
54914,Gill,Bojadziev,Senior Staff,57341,11/16/2000
54914,Gill,Bojadziev,Staff,57341,11/16/2000
54777,Niteen,Oxenboll,Staff,58429,9/9/1996
54783,Abdelghani,Nannarelli,Engineer,53971,1/8/1986
54783,Abdelghani,Nannarelli,Senior Engineer,53971,1/8/1986
54789,Munehiro,Boyle,Senior Engineer,40000,10/21/1996
54809,Mitsuyuki,Iacovou,Engineer,45624,2/4/1997
54815,Subhankar,Irland,Senior Staff,40000,7/4/1991
54815,Subhankar,Irland,Staff,40000,7/4/1991
54819,Branimir,Deverell,Senior Staff,55459,3/6/1991
54819,Branimir,Deverell,Staff,55459,3/6/1991
55024,Jaber,Srimani,Technique Leader,53184,8/22/1988
54918,Volkmar,Malinowski,Engineer,40000,8/16/1986
54918,Volkmar,Malinowski,Senior Engineer,40000,8/16/1986
54923,Masoud,Perz,Assistant Engineer,40000,8/20/1992
54923,Masoud,Perz,Engineer,40000,8/20/1992
54923,Masoud,Perz,Senior Engineer,40000,8/20/1992
54924,Mayumi,Krupka,Senior Staff,40000,5/9/1985
54924,Mayumi,Krupka,Staff,40000,5/9/1985
54928,Kristine,Monarch,Senior Staff,40000,6/19/1987
54928,Kristine,Monarch,Staff,40000,6/19/1987
54929,Gilbert,Tramer,Senior Staff,76711,2/2/1986
54929,Gilbert,Tramer,Staff,76711,2/2/1986
54932,Kamakshi,Munoz,Senior Staff,61454,3/17/1997
54932,Kamakshi,Munoz,Staff,61454,3/17/1997
54933,Ashish,Dayana,Senior Staff,49580,2/7/1988
54933,Ashish,Dayana,Staff,49580,2/7/1988
54942,Akeel,Kusakari,Senior Staff,40000,11/13/1987
54942,Akeel,Kusakari,Staff,40000,11/13/1987
54950,Yuriy,Anick,Engineer,51468,4/21/1985
54950,Yuriy,Anick,Senior Engineer,51468,4/21/1985
54961,Nechama,Spelt,Senior Engineer,40000,5/25/1996
54963,Toshiko,Bellmore,Assistant Engineer,49338,2/17/1994
54963,Toshiko,Bellmore,Engineer,49338,2/17/1994
54966,Jouni,Hempstead,Engineer,51900,4/30/1988
54966,Jouni,Hempstead,Senior Engineer,51900,4/30/1988
54968,Rafael,Bondorf,Senior Engineer,57681,3/9/1999
54972,Leon,Underwood,Engineer,40000,6/11/1997
54981,Giao,Pettis,Senior Staff,40000,8/8/1995
54981,Giao,Pettis,Staff,40000,8/8/1995
54984,Danil,Perng,Senior Engineer,40000,10/13/1994
54994,Chaosheng,Birta,Senior Staff,60932,11/4/1994
54994,Chaosheng,Birta,Staff,60932,11/4/1994
55003,Jaber,Lanteri,Senior Staff,40000,11/4/1987
55003,Jaber,Lanteri,Staff,40000,11/4/1987
55048,Pasqua,Percebois,Senior Staff,61688,7/20/1986
55059,Sakthirel,Conte,Senior Engineer,55639,1/14/1995
55068,Kyoichi,Wielonsky,Assistant Engineer,63460,3/3/1999
55069,Ewing,Schreiter,Senior Staff,53813,5/1/1990
55069,Ewing,Schreiter,Staff,53813,5/1/1990
55073,Yahiko,Swiler,Senior Engineer,50072,2/11/1991
55074,Arnould,Waeselynck,Engineer,40000,5/6/1997
55081,Sadok,Sanella,Senior Engineer,65236,6/15/1988
55094,Nadjib,Gulik,Senior Engineer,60952,6/24/1987
55123,Randy,Thummel,Senior Staff,40000,3/5/1986
55129,Monique,Morris,Senior Staff,40000,6/12/1988
55129,Monique,Morris,Staff,40000,6/12/1988
55217,Poorav,Pews,Senior Staff,66507,3/10/1988
55139,Nigel,Sommer,Assistant Engineer,61279,4/8/1993
55139,Nigel,Sommer,Engineer,61279,4/8/1993
55154,Brigham,Schiettecatte,Senior Engineer,40000,11/27/1995
55180,Ung,Falco,Senior Engineer,40000,5/3/2000
55192,Weijing,Templeman,Senior Engineer,40000,9/5/1988
55199,Marco,Gadepally,Engineer,70344,12/23/1991
55199,Marco,Gadepally,Senior Engineer,70344,12/23/1991
55210,Wonhee,Thombley,Engineer,66646,12/23/1995
55210,Wonhee,Thombley,Senior Engineer,66646,12/23/1995
55320,Wayne,Waschkowski,Engineer,52717,2/12/1988
55320,Wayne,Waschkowski,Senior Engineer,52717,2/12/1988
55323,Hausi,Staelin,Senior Staff,62222,12/30/1986
55323,Hausi,Staelin,Staff,62222,12/30/1986
55328,Temple,Boudaillier,Senior Staff,51399,7/21/1987
55328,Temple,Boudaillier,Staff,51399,7/21/1987
55345,Wojceich,Vendrig,Senior Staff,40000,7/10/1985
55345,Wojceich,Vendrig,Staff,40000,7/10/1985
55346,Hausi,Schrooten,Engineer,43885,10/22/1992
55346,Hausi,Schrooten,Senior Engineer,43885,10/22/1992
55353,Takahito,Viele,Senior Staff,83423,6/30/1998
55217,Poorav,Pews,Staff,66507,3/10/1988
55230,Howell,Gonthier,Assistant Engineer,40000,9/30/1991
55363,Venkatesan,Comellas,Senior Staff,42374,1/20/1988
55363,Venkatesan,Comellas,Staff,42374,1/20/1988
55371,Weiru,Perry,Engineer,48412,8/24/1986
55371,Weiru,Perry,Senior Engineer,48412,8/24/1986
55375,Houman,Caine,Senior Staff,66472,2/7/1985
55375,Houman,Caine,Staff,66472,2/7/1985
55230,Howell,Gonthier,Engineer,40000,9/30/1991
55382,Ziya,Shihab,Engineer,40000,6/4/1995
55240,Weiru,Zwicker,Engineer,40000,4/9/1988
55240,Weiru,Zwicker,Senior Engineer,40000,4/9/1988
55242,Vitaly,Henseler,Staff,40000,1/28/1998
55265,Luisa,Waleschkowski,Senior Engineer,59415,5/22/1986
55404,Mara,Spell,Senior Staff,58720,8/10/1988
55404,Mara,Spell,Staff,58720,8/10/1988
55407,Gopalakrishnan,Birta,Technique Leader,40000,11/27/1996
55408,Remzi,Reistad,Engineer,40000,5/25/1988
55408,Remzi,Reistad,Senior Engineer,40000,5/25/1988
55409,Sverrir,Borstler,Senior Staff,40000,6/3/1985
55409,Sverrir,Borstler,Staff,40000,6/3/1985
55414,Divine,Talmon,Senior Engineer,40000,3/19/1987
55417,Subbu,Eiron,Senior Staff,58197,2/15/1987
55417,Subbu,Eiron,Staff,58197,2/15/1987
55272,Mohua,Isaac,Senior Engineer,56864,8/10/1992
55422,Mahendra,Kranzdorf,Senior Engineer,40000,9/30/1993
55273,Chiranjit,Zockler,Senior Staff,75143,9/22/1992
55429,Miyeon,Bamford,Senior Engineer,52906,7/7/1986
55273,Chiranjit,Zockler,Staff,75143,9/22/1992
55276,Masali,Cools,Senior Engineer,63635,10/2/1987
55440,Ramzi,Shinomoto,Engineer,43426,11/30/1988
55440,Ramzi,Shinomoto,Senior Engineer,43426,11/30/1988
55444,Martins,Gyorkos,Senior Staff,40000,9/3/1985
55444,Martins,Gyorkos,Staff,40000,9/3/1985
55281,Mohammad,Ellozy,Engineer,40000,3/25/1985
55450,Vishv,Furudate,Engineer,40000,11/24/1988
55450,Vishv,Furudate,Senior Engineer,40000,11/24/1988
55281,Mohammad,Ellozy,Senior Engineer,40000,3/25/1985
55285,Bikash,Siegrist,Engineer,58519,7/1/1987
55466,Danae,Mitsuhashi,Engineer,40000,5/28/1992
55466,Danae,Mitsuhashi,Senior Engineer,40000,5/28/1992
55285,Bikash,Siegrist,Senior Engineer,58519,7/1/1987
55472,Gudjon,Birta,Senior Staff,41080,7/16/1988
55289,Leah,Erdmenger,Senior Staff,47206,6/7/1989
55472,Gudjon,Birta,Staff,41080,7/16/1988
55476,Kokou,Halevi,Engineer,40000,2/1/1998
55479,Serap,Erva,Engineer,78858,9/30/1993
55479,Serap,Erva,Senior Engineer,78858,9/30/1993
55306,Kotesh,Vuskovic,Senior Staff,56857,6/15/1989
55498,Filipe,Heusch,Engineer,40000,8/9/1990
55498,Filipe,Heusch,Senior Engineer,40000,8/9/1990
55499,Kamakshi,Diderrich,Senior Engineer,48147,5/3/2001
55306,Kotesh,Vuskovic,Staff,56857,6/15/1989
55610,Moty,Feldhoffer,Senior Staff,74379,1/11/1997
55504,Jouni,Radwan,Assistant Engineer,46549,8/12/1988
55504,Jouni,Radwan,Engineer,46549,8/12/1988
55505,Kristen,Fabrizio,Technique Leader,55660,4/4/1985
55506,Zhensheng,Kusakabe,Technique Leader,40000,10/7/1986
55511,Bernt,Marshall,Senior Staff,45647,12/19/1999
55528,Indrajit,Swiler,Senior Staff,51336,1/1/1996
55528,Indrajit,Swiler,Staff,51336,1/1/1996
55542,Candido,Gaughan,Engineer,40000,1/10/1989
55542,Candido,Gaughan,Senior Engineer,40000,1/10/1989
55552,Ohad,Schicker,Assistant Engineer,40000,5/31/1999
55571,Arie,Pusterhofer,Staff,59224,12/18/1997
55622,Peer,Ranta,Engineer,52431,1/17/1986
55590,Anoosh,Shumilov,Engineer,52740,9/8/1987
55590,Anoosh,Shumilov,Senior Engineer,52740,9/8/1987
55592,Alexius,Karcich,Senior Staff,68955,2/11/1985
55622,Peer,Ranta,Senior Engineer,52431,1/17/1986
55592,Alexius,Karcich,Staff,68955,2/11/1985
55632,Byong,Ravishankar,Assistant Engineer,40000,4/23/1996
55637,Szabolcs,Erde,Engineer,40000,1/23/1994
55637,Szabolcs,Erde,Senior Engineer,40000,1/23/1994
55639,Gaetan,Bridgland,Engineer,40000,10/11/1986
55639,Gaetan,Bridgland,Senior Engineer,40000,10/11/1986
55655,Pranav,Tzvieli,Engineer,72953,10/2/1989
55655,Pranav,Tzvieli,Senior Engineer,72953,10/2/1989
55665,Mantis,Maginnis,Senior Engineer,40857,9/7/1985
55669,Shounak,Saoudi,Engineer,46585,3/3/1985
55669,Shounak,Saoudi,Senior Engineer,46585,3/3/1985
55702,Gianluca,Kopetz,Senior Staff,40000,9/21/1986
55707,Vugranam,Stiles,Engineer,53272,12/27/1988
55707,Vugranam,Stiles,Senior Engineer,53272,12/27/1988
55711,Uzi,Mamelak,Engineer,61290,2/16/1985
55711,Uzi,Mamelak,Senior Engineer,61290,2/16/1985
55798,Pasqua,Knightly,Senior Staff,63896,5/24/1987
55713,Arie,Serdy,Engineer,49481,3/11/1989
55713,Arie,Serdy,Senior Engineer,49481,3/11/1989
55715,Heon,Silva,Engineer,46982,9/15/1987
55715,Heon,Silva,Senior Engineer,46982,9/15/1987
55718,Jeane,McAffer,Senior Staff,56448,2/14/1991
55726,Vitali,Krohm,Senior Staff,46394,8/24/2001
55726,Vitali,Krohm,Staff,46394,8/24/2001
55727,Dmitri,Hiyoshi,Senior Staff,49572,7/18/1986
55727,Dmitri,Hiyoshi,Staff,49572,7/18/1986
55728,Zito,Remmers,Senior Staff,40000,8/20/1988
55729,Carrsten,Vesna,Engineer,61657,9/13/1988
55729,Carrsten,Vesna,Senior Engineer,61657,9/13/1988
55756,Alair,Warwick,Senior Staff,78624,6/11/1995
55756,Alair,Warwick,Staff,78624,6/11/1995
55765,Kotesh,Noriega,Senior Engineer,40000,5/29/1986
55768,Shahid,Chandrasekhar,Senior Staff,80701,1/26/1997
55774,Pramod,Pettey,Staff,52869,5/18/1997
55777,Prodip,Chorvat,Engineer,46011,9/9/1993
55777,Prodip,Chorvat,Senior Engineer,46011,9/9/1993
55784,Lijia,Luby,Senior Staff,40000,2/19/1993
55784,Lijia,Luby,Staff,40000,2/19/1993
55894,Atreye,Schaft,Senior Engineer,59833,12/11/1996
55897,Jiafu,Karnin,Engineer,47585,9/1/1986
55897,Jiafu,Karnin,Senior Engineer,47585,9/1/1986
55907,Ghassan,Herbst,Senior Staff,46416,11/2/1995
55907,Ghassan,Herbst,Staff,46416,11/2/1995
55914,Lobel,Thibadeau,Assistant Engineer,44031,5/7/1987
55914,Lobel,Thibadeau,Engineer,44031,5/7/1987
55914,Lobel,Thibadeau,Senior Engineer,44031,5/7/1987
55919,Chiranjit,Nergos,Engineer,40000,2/12/1986
55919,Chiranjit,Nergos,Senior Engineer,40000,2/12/1986
55798,Pasqua,Knightly,Staff,63896,5/24/1987
55843,Hailing,Leivant,Senior Staff,77189,1/12/1994
55929,Moni,Marakhovsky,Senior Staff,68033,5/28/1988
55933,Kristin,Kirkerud,Senior Staff,69722,5/20/1989
55933,Kristin,Kirkerud,Staff,69722,5/20/1989
55935,Theirry,Skafidas,Engineer,40000,6/23/1995
55935,Theirry,Skafidas,Senior Engineer,40000,6/23/1995
55946,Shan,Wossner,Engineer,41947,10/8/1995
55946,Shan,Wossner,Senior Engineer,41947,10/8/1995
55843,Hailing,Leivant,Staff,77189,1/12/1994
55848,Anneli,Ozeri,Senior Staff,46950,1/2/1988
55979,Guangming,VanScheik,Engineer,48757,10/31/1996
55982,Marco,Conde,Senior Staff,40000,11/14/1987
55982,Marco,Conde,Staff,40000,11/14/1987
55848,Anneli,Ozeri,Staff,46950,1/2/1988
55851,Guadalupe,Velardi,Engineer,40000,3/1/1985
55851,Guadalupe,Velardi,Senior Engineer,40000,3/1/1985
55861,Alois,Delgrande,Assistant Engineer,40000,10/7/1999
56090,Teunis,Serot,Engineer,45287,7/24/1991
56010,Noritoshi,Nyanchama,Senior Engineer,40000,6/30/1994
56020,Alagu,Byoun,Engineer,57056,9/5/1985
56020,Alagu,Byoun,Senior Engineer,57056,9/5/1985
56026,Martine,Farris,Engineer,48601,4/6/1990
56026,Martine,Farris,Senior Engineer,48601,4/6/1990
56090,Teunis,Serot,Senior Engineer,45287,7/24/1991
56034,Hinrich,Jayawardene,Engineer,47256,9/26/1997
56035,Avishai,Kaiser,Senior Staff,81561,5/9/1987
56038,Herbert,Murthy,Senior Staff,60002,5/19/1997
56106,Saeko,Chiola,Senior Staff,57895,8/7/1986
56038,Herbert,Murthy,Staff,60002,5/19/1997
56049,Felicidad,Waymire,Senior Staff,76782,9/23/2000
56049,Felicidad,Waymire,Staff,76782,9/23/2000
56050,Jaroslava,Uhrik,Staff,50408,11/7/1994
56106,Saeko,Chiola,Staff,57895,8/7/1986
56058,Christoper,Schapire,Senior Staff,54817,8/21/1986
56110,Jouni,Reeken,Engineer,40000,10/1/1996
56110,Jouni,Reeken,Senior Engineer,40000,10/1/1996
56125,Heon,Thombley,Engineer,97722,3/15/1998
56136,Ramya,Buchter,Senior Staff,108990,4/2/1993
56136,Ramya,Buchter,Staff,108990,4/2/1993
56142,Shuho,Rothe,Senior Staff,40000,1/8/1988
56142,Shuho,Rothe,Staff,40000,1/8/1988
56143,Sakthirel,Bondorf,Senior Staff,69862,10/6/1986
56143,Sakthirel,Bondorf,Staff,69862,10/6/1986
56157,Sajjad,Cannane,Senior Staff,40000,10/22/1988
56157,Sajjad,Cannane,Staff,40000,10/22/1988
56159,Zengping,Shumilov,Assistant Engineer,52527,3/22/1994
56163,Huiqun,Thisen,Assistant Engineer,52746,2/12/1985
56163,Huiqun,Thisen,Engineer,52746,2/12/1985
56163,Huiqun,Thisen,Senior Engineer,52746,2/12/1985
56169,Jeanne,Zlotek,Senior Engineer,50798,1/28/1997
56281,Sanjoy,Brizzi,Senior Staff,40000,1/16/1986
56177,Yucel,Colorni,Engineer,59360,11/28/1985
56177,Yucel,Colorni,Senior Engineer,59360,11/28/1985
56187,Youpyo,Lienhardt,Assistant Engineer,40000,10/23/1998
56187,Youpyo,Lienhardt,Engineer,40000,10/23/1998
56187,Youpyo,Lienhardt,Senior Engineer,40000,10/23/1998
56195,Pascal,Hashii,Engineer,42669,5/10/1988
56195,Pascal,Hashii,Senior Engineer,42669,5/10/1988
56217,Gao,Zizka,Senior Staff,59376,5/9/1990
56217,Gao,Zizka,Staff,59376,5/9/1990
56219,Tonny,Michaeli,Engineer,40000,2/20/1999
56227,Shen,Makrucki,Senior Staff,52748,7/31/1996
56227,Shen,Makrucki,Staff,52748,7/31/1996
56229,Pascal,Marakhovsky,Assistant Engineer,51497,1/2/1995
56235,Subir,Vanwelkenhuysen,Engineer,40000,8/1/1989
56235,Subir,Vanwelkenhuysen,Senior Engineer,40000,8/1/1989
56239,Sariel,Zultner,Engineer,40000,1/26/1988
56239,Sariel,Zultner,Senior Engineer,40000,1/26/1988
56262,Dharmaraja,Androutsos,Senior Staff,52809,7/15/1990
56281,Sanjoy,Brizzi,Staff,40000,1/16/1986
56272,Tremaine,Furudate,Engineer,40000,6/7/2000
56298,Gro,Peir,Engineer,64827,11/5/1986
56298,Gro,Peir,Senior Engineer,64827,11/5/1986
56300,Serge,Zobel,Engineer,47009,10/17/1987
56300,Serge,Zobel,Senior Engineer,47009,10/17/1987
56306,Mack,Lindqvist,Engineer,66646,7/20/1988
56306,Mack,Lindqvist,Senior Engineer,66646,7/20/1988
56312,Jaber,Baek,Engineer,40000,9/23/1991
56312,Jaber,Baek,Senior Engineer,40000,9/23/1991
56314,Bowen,Morrey,Senior Staff,48899,9/7/1986
56325,Subir,Gniady,Senior Engineer,40000,8/10/1988
56326,Mantis,Juneja,Engineer,62808,7/9/1999
56327,Holgard,Karunanithi,Engineer,46570,3/3/1987
56327,Holgard,Karunanithi,Senior Engineer,46570,3/3/1987
56329,Zhenhua,Naumovich,Senior Engineer,51821,2/22/1987
56336,Fai,Sgarro,Senior Staff,60343,8/22/1987
56380,Shuzo,Atchley,Senior Engineer,52819,5/26/1990
56336,Fai,Sgarro,Staff,60343,8/22/1987
56382,Valery,Bardell,Staff,83122,12/28/1994
56350,Boguslaw,Ariola,Senior Staff,94476,4/6/1999
56389,Ronghao,Ghandeharizadeh,Engineer,40000,8/5/1996
56389,Ronghao,Ghandeharizadeh,Senior Engineer,40000,8/5/1996
56400,Froduald,Munke,Engineer,46357,6/1/1992
56400,Froduald,Munke,Senior Engineer,46357,6/1/1992
56350,Boguslaw,Ariola,Staff,94476,4/6/1999
56406,Sachem,Schusler,Staff,54333,3/22/1999
56364,Zdislav,Bakhtari,Senior Staff,67809,9/27/1990
56368,Doowon,Angel,Engineer,57178,6/1/1998
56430,Tesuya,Klassen,Senior Staff,55753,11/8/1985
56439,Sangeeta,Henders,Senior Engineer,40267,3/18/1987
56445,Chikara,Liesche,Senior Engineer,40000,1/31/1987
56448,Kayoko,Covnot,Engineer,46867,11/6/1988
56448,Kayoko,Covnot,Senior Engineer,46867,11/6/1988
56455,Khaled,Juneja,Senior Staff,66981,2/2/1989
56455,Khaled,Juneja,Staff,66981,2/2/1989
56463,Maja,Staudhammer,Technique Leader,40000,6/3/1997
56468,Zsolt,Haldar,Engineer,49922,12/30/1985
56468,Zsolt,Haldar,Senior Engineer,49922,12/30/1985
56368,Doowon,Angel,Senior Engineer,57178,6/1/1998
56575,Berry,Simkin,Engineer,57045,8/3/1994
56476,Danae,Chiola,Engineer,40000,2/19/1995
56476,Danae,Chiola,Senior Engineer,40000,2/19/1995
56488,Tze,Cherinka,Senior Staff,64424,3/30/1991
56488,Tze,Cherinka,Staff,64424,3/30/1991
56502,Dipayan,Ulupinar,Assistant Engineer,40000,8/28/1987
56502,Dipayan,Ulupinar,Engineer,40000,8/28/1987
56502,Dipayan,Ulupinar,Senior Engineer,40000,8/28/1987
56510,Radhakrishnan,Brattka,Engineer,40000,9/1/1985
56510,Radhakrishnan,Brattka,Senior Engineer,40000,9/1/1985
56519,Magdalena,Taubenfeld,Engineer,52142,8/24/1988
56519,Magdalena,Taubenfeld,Senior Engineer,52142,8/24/1988
56528,Uinam,Heijenga,Engineer,62383,7/20/1985
56528,Uinam,Heijenga,Senior Engineer,62383,7/20/1985
56531,Quingbo,Renear,Engineer,43954,4/24/1999
56531,Quingbo,Renear,Senior Engineer,43954,4/24/1999
56543,Chrisa,Hanabata,Technique Leader,44424,10/10/1987
56551,Rimon,Gini,Senior Staff,64873,9/5/2001
56551,Rimon,Gini,Staff,64873,9/5/2001
56558,Satyanarayana,Ghazalie,Senior Staff,40000,8/1/1988
56562,Fuqing,Hennings,Senior Staff,63907,1/18/1992
56562,Fuqing,Hennings,Staff,63907,1/18/1992
56565,Odinaldo,Hiltgen,Engineer,51502,6/2/1987
56565,Odinaldo,Hiltgen,Senior Engineer,51502,6/2/1987
56581,Zhenbing,Cappello,Senior Staff,84306,10/2/1989
56581,Zhenbing,Cappello,Staff,84306,10/2/1989
56588,Denny,Karcich,Staff,40000,12/14/1997
56589,Martial,Goldhammer,Senior Staff,84552,4/26/1989
56601,Feixiong,Mattern,Engineer,40000,6/15/1985
56601,Feixiong,Mattern,Senior Engineer,40000,6/15/1985
56608,Denny,Trachtenberg,Senior Staff,57092,7/16/1985
56611,Lalit,Zhang,Engineer,48472,6/7/1987
56611,Lalit,Zhang,Senior Engineer,48472,6/7/1987
56628,Mark,Esposito,Technique Leader,43484,4/25/1998
56638,Ortrud,Bach,Technique Leader,43362,6/25/1991
56643,Jayson,Ghazalie,Senior Staff,44199,3/1/1987
56678,Murthy,McAffer,Senior Staff,68816,3/1/1987
56678,Murthy,McAffer,Staff,68816,3/1/1987
56643,Jayson,Ghazalie,Staff,44199,3/1/1987
56684,Qiwen,Yoshizawa,Engineer,40000,11/6/1991
56684,Qiwen,Yoshizawa,Senior Engineer,40000,11/6/1991
56659,Takahiro,Lanteri,Assistant Engineer,40000,10/10/1997
56692,Theirry,Serre,Engineer,40000,8/2/1994
56692,Theirry,Serre,Senior Engineer,40000,8/2/1994
56693,Vesna,Halloran,Senior Staff,75602,4/19/1989
56693,Vesna,Halloran,Staff,75602,4/19/1989
56694,Aram,Godskesen,Technique Leader,59613,9/11/1990
56701,KayLiang,Kobuchi,Senior Staff,55597,3/20/1985
56701,KayLiang,Kobuchi,Staff,55597,3/20/1985
56702,Jinpo,Plessier,Engineer,42763,4/26/1997
56706,Zita,Rodier,Senior Staff,40000,10/5/2001
56706,Zita,Rodier,Staff,40000,10/5/2001
56663,Eben,Takanami,Engineer,40000,10/5/1986
56715,Rasiah,Gurbaxani,Engineer,74491,6/2/1985
56715,Rasiah,Gurbaxani,Senior Engineer,74491,6/2/1985
56663,Eben,Takanami,Senior Engineer,40000,10/5/1986
56790,Mayuko,Walston,Technique Leader,51342,5/3/1999
56726,Chuanti,Schmiedel,Senior Staff,87032,5/13/1992
56726,Chuanti,Schmiedel,Staff,87032,5/13/1992
56732,Uma,Sudkamp,Senior Staff,40000,12/24/1987
56732,Uma,Sudkamp,Staff,40000,12/24/1987
56733,Qiwen,Siepmann,Senior Staff,45258,12/25/1987
56733,Qiwen,Siepmann,Staff,45258,12/25/1987
56740,Sashi,Vuskovic,Engineer,40771,7/27/1993
56740,Sashi,Vuskovic,Senior Engineer,40771,7/27/1993
56744,Yongqiao,Schwaller,Engineer,48670,5/6/1987
56744,Yongqiao,Schwaller,Senior Engineer,48670,5/6/1987
56745,Shai,Pulkowski,Technique Leader,40000,2/13/1993
56759,Fen,Gyimothy,Staff,40000,2/11/1997
56763,Mahendra,Cangellaris,Senior Staff,78593,9/23/1990
56763,Mahendra,Cangellaris,Staff,78593,9/23/1990
56767,Mark,Trelles,Senior Staff,44464,8/12/1989
56767,Mark,Trelles,Staff,44464,8/12/1989
56804,Arra,Heinisuo,Engineer,71519,12/9/1986
56804,Arra,Heinisuo,Senior Engineer,71519,12/9/1986
56808,Yuriy,Anick,Senior Staff,40000,5/20/2001
56808,Yuriy,Anick,Staff,40000,5/20/2001
56809,Dinkar,Ranon,Engineer,40000,5/10/1989
56873,Jaber,Delgrande,Technique Leader,47104,3/10/1987
56809,Dinkar,Ranon,Senior Engineer,40000,5/10/1989
56818,Venkatesan,Imataki,Assistant Engineer,40000,6/10/1989
56879,Arne,Junet,Senior Staff,40000,11/4/1988
56879,Arne,Junet,Staff,40000,11/4/1988
56883,Honglan,Busillo,Senior Staff,59504,12/3/1987
56887,Fabrizio,Itschner,Senior Staff,53241,6/26/1998
56893,Jixiang,Bhattacharjee,Senior Engineer,46303,5/9/1993
56818,Venkatesan,Imataki,Engineer,40000,6/10/1989
56899,Shiv,Steinauer,Senior Staff,40000,4/17/1988
56899,Shiv,Steinauer,Staff,40000,4/17/1988
56826,Marsha,Ghandeharizadeh,Engineer,57053,9/22/1994
56905,Insup,Genin,Senior Staff,71558,4/4/1988
56905,Insup,Genin,Staff,71558,4/4/1988
56831,Zvonko,Baaz,Engineer,55845,10/17/1990
56831,Zvonko,Baaz,Senior Engineer,55845,10/17/1990
56923,Djelloul,Zuberek,Senior Staff,47336,5/18/1996
56923,Djelloul,Zuberek,Staff,47336,5/18/1996
56925,Sverrir,Kilgore,Senior Staff,74312,1/6/1988
