emp_no,first_name,last_name,title,salary,from_date
90138,Shin,Selvestrel,Engineer,40000,1995-04-18
90145,Steen,Walstra,Senior Engineer,65927,1992-11-16
90147,Tomokazu,Plump,Staff,40000,1995-11-07
90152,Chenye,Birrer,Senior Engineer,40000,1993-02-09
90163,Harjit,Ghandeharizadeh,Senior Engineer,42695,1996-07-05
90189,Tzu,Bernardeschi,Senior Engineer,44109,1994-05-05
90213,Kotesh,Kobara,Senior Engineer,46545,1995-03-25
90215,Poorav,Liesche,Senior Staff,51697,2000-08-20
90233,Martien,Setlzner,Senior Staff,53390,1998-05-26
90250,Richard,Sluis,Senior Staff,56556,1992-03-23
90256,Toney,Brender,Engineer,53237,1996-11-16
90261,Rimli,Merle,Senior Engineer,40000,2002-04-28
90270,Djenana,Spieker,Senior Engineer,40000,1996-04-02
90272,Dinah,Tramer,Senior Staff,47357,1997-05-25
90277,Conor,Alencar,Senior Engineer,43343,1996-04-11
90279,Arch,Geffroy,Senior Staff,61651,1992-05-03
90288,Jaideep,Shumilov,Senior Engineer,54595,1990-12-21
90304,Shigenori,Kavvadias,Senior Engineer,45366,1994-07-04
90309,Zengping,Siegrist,Engineer,40000,1998-12-08
90314,Masaki,Rosen,Senior Staff,40000,1986-07-05
90327,Jacopo,Chiola,Senior Staff,40000,1992-09-08
90329,Palash,Renear,Senior Staff,77178,1996-11-06
90336,Shridhar,Chaudhury,Senior Staff,45030,1997-04-24
90342,King,Koshiba,Senior Staff,60784,2000-02-15
90345,Willard,Liedekerke,Engineer,40000,1996-12-11
90348,Makato,Merks,Senior Staff,40000,1996-03-15
90353,Mingzeng,Cooley,Senior Engineer,41265,1988-04-06
90357,Honglan,Lunn,Senior Engineer,40000,2001-11-12
90367,Josyula,Riexinger,Senior Engineer,44107,1991-08-03
90386,Marc,Rosis,Engineer,40000,1995-10-01
90390,Marko,Kadhim,Senior Staff,40000,1990-05-28
90405,Theirry,Muchinsky,Senior Staff,55154,1993-01-25
90411,Shahid,Gimbel,Senior Staff,40000,1985-11-08
90413,Qunsheng,Ramamoorthy,Senior Engineer,40000,1997-01-02
90425,Masasuke,Schrift,Technique Leader,54347,1986-05-16
90428,Niranjan,Braunschweig,Staff,87870,1998-11-19
90442,Suzette,Merkl,Senior Staff,58055,1991-10-06
90453,Beshir,Pashtan,Engineer,83673,1996-07-18
90458,Rimli,Kadhim,Senior Staff,49704,1998-06-15
90463,Takahito,Fabrizio,Staff,40000,1995-12-28
90480,Fai,Mitina,Senior Engineer,40000,1993-03-18
90481,Goh,Kemmerer,Senior Staff,40000,1992-11-05
90493,Ravishankar,Fargier,Senior Staff,40000,1994-09-03
90519,Syozo,Rodite,Senior Staff,64927,1996-07-26
90522,IEEE,Beerel,Senior Engineer,40000,1994-12-20
90527,Shuzo,Erman,Engineer,45050,1998-06-12
90536,Leah,Hutton,Senior Engineer,59410,1997-03-05
90559,Amalendu,Schlegelmilch,Senior Staff,40000,1994-10-06
90572,Naraig,Tokunaga,Senior Engineer,44564,1992-06-28
90582,Tuval,Akiyama,Senior Engineer,42538,1992-08-20
90589,Bluma,Reinhard,Senior Engineer,40000,1990-12-01
90591,Mark,Vesna,Senior Staff,52312,1987-12-11
90603,Kristine,Birge,Senior Engineer,40000,1997-11-29
90637,Kauko,Kusakabe,Senior Staff,84933,1993-02-03
90642,Yinlin,Savasere,Senior Engineer,40000,1995-02-25
90648,Christoper,Bottner,Senior Staff,63829,1999-01-02
90661,Christ,Marquardt,Senior Engineer,52063,1985-05-27
90664,Ziva,Backhouse,Senior Staff,68887,1996-01-16
90672,Xiaoqiang,Vernadat,Senior Engineer,57552,1988-09-15
90673,Younwoo,Hutton,Senior Engineer,50787,1990-07-10
90674,Tzu,Nastansky,Staff,40000,1998-08-28
90680,Frederique,Nyrup,Senior Engineer,40000,1985-10-12
90687,Babette,Limongiello,Senior Engineer,40000,1993-10-02
90703,Badri,Perz,Senior Staff,40000,1998-08-05
90714,Boriana,Manderick,Senior Staff,89519,1985-10-31
90734,Alejandro,Zirintsis,Technique Leader,40000,1990-01-28
90743,Rayond,Emden,Senior Staff,45210,1998-02-13
90745,Richard,Marletta,Senior Engineer,42888,1996-10-03
90749,Martins,Vesna,Senior Staff,58527,1990-02-13
90760,Hein,Vingron,Senior Engineer,42430,2001-11-12
90762,Paris,Choobineh,Senior Staff,40000,1993-07-04
90765,Lein,Neiman,Senior Engineer,40000,1987-08-06
90771,Divier,Luon,Senior Engineer,40000,1990-11-22
90776,Bouchung,Skrikant,Staff,52866,1996-05-02
90778,Leucio,Kaiserswerth,Senior Engineer,40000,1996-05-20
90793,Jinpo,Acton,Senior Engineer,47728,1993-03-02
90802,Magy,Isard,Engineer,56429,1999-01-01
90805,Masoud,Sessa,Technique Leader,40000,1992-01-02
90810,Barton,Buchter,Senior Engineer,40000,1987-09-01
90812,Marie,Thibadeau,Senior Staff,79292,1996-03-02
90821,Jingling,Kadhim,Senior Engineer,55574,1993-11-14
90857,Kish,Thisen,Staff,75740,1997-02-12
90862,Masadi,Billingsley,Senior Staff,72633,1997-03-30
90867,Kristin,Parfitt,Senior Engineer,79975,1999-02-18
90878,Odysseas,Tagansky,Senior Engineer,40000,1986-06-23
90880,Prodip,Einsfeld,Senior Staff,88578,1996-05-13
90886,Harngdar,Heusch,Engineer,40000,1997-05-13
90889,Berhard,Braccini,Senior Engineer,45704,1991-05-11
90895,Guenter,Lorch,Senior Engineer,40156,1990-07-08
90903,Richara,Sadowski,Senior Engineer,53494,1998-12-15
90908,Toshimi,Cronan,Senior Staff,40000,1987-12-12
90912,Kazunori,Feldmann,Senior Engineer,45030,2000-10-29
90913,Xiahua,Levergood,Senior Engineer,49708,1985-12-02
90914,Danel,Mandell,Senior Engineer,47610,1994-04-28
90923,Raimond,Bhattacharjee,Staff,56684,1997-12-06
90925,Odinaldo,Bugrara,Senior Staff,40000,1998-12-17
90931,Sadun,Rousseau,Senior Staff,75102,1994-11-30
90936,Xinglin,Yavatkar,Senior Staff,92208,1995-04-23
90946,Arunas,Chaudhuri,Engineer,40000,1998-11-29
90948,Gully,Matteis,Senior Staff,40000,1994-09-09
90964,Basil,Kuszyk,Senior Staff,40000,1995-03-23
90975,Dulce,Brickell,Technique Leader,40000,1995-01-16
90978,Ramya,Ouhyoung,Senior Staff,55276,1991-03-04
90994,Xinyu,Merel,Senior Engineer,52831,1993-01-23
90998,Jessie,Schwartzbauer,Senior Staff,81503,1996-05-21
91009,Minghong,Liedekerke,Senior Engineer,40000,1991-11-28
91018,Vitali,Binding,Senior Engineer,40000,1994-01-22
91022,Alagu,Kropatsch,Technique Leader,40000,1999-05-27
91023,Volkmar,Nitsche,Technique Leader,49520,1988-12-09
91029,Navin,Crooks,Senior Staff,78691,1991-04-12
91034,Masali,Hopewell,Engineer,47568,1996-12-03
91058,Weijing,Litzkow,Senior Staff,61544,1987-11-15
91080,Parviz,Skogmar,Senior Staff,75195,1987-03-03
91093,Josyula,Luders,Senior Staff,67687,1997-08-09
91101,Gennady,Siksek,Senior Staff,40000,1988-05-10
91107,Fuqing,Hmelo,Senior Staff,91417,1997-07-07
91113,Goncalo,Begiun,Staff,80500,2000-01-30
91126,Constantijn,Piazza,Senior Engineer,40000,1988-01-15
91127,Phuoc,Baar,Senior Staff,64893,1999-05-12
91139,Gererd,Quittner,Staff,62547,1999-05-03
91150,Kwee,Schaad,Senior Staff,74637,1998-12-08
91153,Yefim,Clouatre,Senior Engineer,40000,1992-10-21
91187,Shigehito,Falby,Senior Staff,86475,1994-05-19
91204,Wanqing,Shigei,Senior Engineer,47553,1997-06-25
91217,Xuedong,Nilsson,Senior Staff,56086,1985-04-09
91225,Pranjal,Mamelak,Staff,58877,1998-02-01
91227,Spyrose,Bala,Assistant Engineer,40000,1996-08-26
91228,Hauke,Leijenhorst,Senior Engineer,54436,2002-05-31
91243,Mads,Anick,Staff,53083,1995-06-05
91246,Xiaoshan,Makrucki,Engineer,46361,1996-06-16
91265,Somnath,Ohori,Senior Staff,85948,2001-03-12
91270,Xiahua,Hiraishi,Senior Engineer,65288,1997-12-15
91274,Khalid,Gecsel,Senior Engineer,43353,1996-05-11
91307,Gladys,Erva,Senior Engineer,59638,1986-07-12
91310,Gaurav,Kakkad,Senior Staff,59605,1988-01-08
91314,Hilari,Fendler,Senior Engineer,50460,1988-12-24
91325,Phillip,Beutelspacher,Senior Staff,49253,1992-11-03
91341,Weiru,Fontan,Senior Engineer,40000,1996-08-13
91348,Basim,Muchinsky,Senior Staff,40000,2000-12-04
91350,Boriana,Murrill,Staff,44380,2000-01-26
91365,Xudong,Caine,Senior Engineer,68564,1998-01-04
91367,Kerryn,Sluis,Senior Staff,40000,1986-10-02
91373,Shigenori,Cusworth,Senior Staff,87007,1992-03-29
91387,Shakhar,Jumpertz,Senior Engineer,40197,1993-10-28
91395,Golgen,Aseltine,Senior Staff,78789,1996-10-02
91401,Taegyun,Fetvedt,Senior Engineer,40000,1991-06-09
91411,Chenyi,Keirsey,Senior Engineer,57593,1986-05-25
91413,Ekawit,Asser,Senior Engineer,40000,1985-02-27
91420,Jacqueline,Suppi,Senior Staff,70312,1996-12-24
91424,Mabry,Talmon,Senior Engineer,40000,1995-07-12
91429,Shaunak,Pollock,Senior Staff,76441,1997-10-04
91438,Feiyu,Comellas,Senior Engineer,40000,1996-01-04
91451,Akeno,Savasere,Assistant Engineer,40000,1995-01-01
91452,Nevio,Flasterstein,Senior Staff,81767,1994-01-03
91457,Volkmar,Schusler,Senior Staff,85084,1986-06-09
91473,Gadiel,Kuzuoka,Senior Engineer,40000,1994-03-03
91475,Pranay,Raczkowsky,Senior Staff,64386,1988-01-01
91489,Leucio,Viele,Senior Staff,40000,1993-04-17
91493,Filipe,Gien,Senior Engineer,43320,1993-01-21
91496,Sven,Casperson,Senior Staff,55157,1999-12-07
91500,Bogdan,Kriebel,Engineer,42243,1997-04-13
91506,Lillian,Isaac,Senior Staff,91478,2001-07-28
91510,Chandrasekaran,Murthy,Senior Engineer,40000,1994-01-13
91516,Kolar,Bazzichi,Senior Staff,53397,1995-05-23
91517,Serif,Hofstetter,Senior Staff,81869,1997-04-29
91519,Danco,Panienski,Senior Staff,40000,1986-12-09
91521,Akeel,Murthy,Staff,60815,1997-09-17
91527,Basant,Klerer,Senior Staff,50492,1994-08-08
91541,Slavian,McFarlin,Senior Staff,40000,1992-03-24
91557,Yuping,Gomatam,Senior Staff,40000,2000-12-20
91563,Hugh,Munos,Senior Engineer,47996,1990-04-14
91566,Hongzue,Rohrbach,Senior Staff,74683,1993-12-02
91583,Dinkar,Kroft,Senior Staff,66424,1990-07-12
91607,Josyula,Speckmann,Senior Engineer,40000,1987-02-07
91608,Sachio,Osgood,Senior Staff,40000,2001-08-28
91614,Yechezkel,Wixon,Senior Engineer,40000,1987-04-17
91620,Jenwei,McDermid,Engineer,40000,1998-01-19
91623,Haldun,Manderick,Staff,40000,1999-04-24
91630,Saniya,Maquelin,Engineer,54178,1999-11-28
91637,Gino,Menhoudj,Staff,70947,1998-09-14
91638,Youjian,Siprelle,Senior Engineer,61328,2001-03-24
91656,Clyde,Collavizza,Senior Engineer,40000,1995-09-05
91675,Parke,Wrigley,Senior Staff,80474,1999-11-20
91688,Vishv,Veevers,Engineer,40000,1995-07-09
91694,Maha,Showalter,Senior Engineer,51244,1991-11-01
91702,Kensei,Stanfel,Senior Engineer,44308,1993-11-20
91708,Mori,Bahi,Senior Engineer,40000,1998-05-05
91720,Phillip,Suwa,Senior Engineer,44672,1994-12-16
91722,Yonghoan,Dolinsky,Engineer,40000,1997-07-08
91746,Kiam,Cools,Senior Engineer,40000,1994-10-14
91763,Abdulla,Gronowski,Engineer,50283,1998-11-26
91774,Hugo,Pietracaprina,Senior Staff,89162,1995-01-02
91775,Kristian,Nishimukai,Senior Engineer,49481,1992-11-15
91799,Dayanand,Gill,Senior Engineer,56114,1987-08-18
91802,Alassane,Meriste,Senior Staff,63586,1993-07-28
91807,Susuma,Masaki,Senior Engineer,40000,1997-01-22
91813,Zhiwei,Bernini,Staff,40000,1998-05-28
91820,Arunachalam,Hofman,Senior Engineer,50117,1988-08-10
91845,Caolyn,Zeidenstein,Senior Engineer,45505,1996-08-26
91846,Subbu,Selvestrel,Staff,40000,1997-05-31
91850,Rasikan,Keirsey,Senior Engineer,40000,1993-12-26
91871,Selwyn,Androutsos,Senior Engineer,40000,1990-05-01
91885,Fai,Moehrke,Senior Engineer,40000,1993-03-04
91888,Peer,Werthner,Senior Engineer,40000,1994-01-12
91898,Dines,Brlek,Senior Staff,53445,1998-04-21
91903,Rosalie,Kaiser,Senior Engineer,46810,1991-07-17
91904,Cordelia,Penttonen,Senior Staff,64913,1990-07-15
91908,Munenori,Kalsbeek,Senior Staff,40000,1996-05-10
91912,Dzung,Marletta,Senior Engineer,40000,1986-11-24
91913,Alain,Hofmeyr,Senior Engineer,40000,1997-07-03
91927,Yongqiao,Valtorta,Senior Staff,64389,1994-02-06
91932,Zhenhua,Crooks,Senior Engineer,40000,1993-05-15
91933,Alassane,Radivojevic,Senior Engineer,42252,1996-04-26
91947,Bikash,Slaats,Senior Engineer,40000,2001-09-29
91953,Nirmal,Luks,Senior Staff,64003,1991-05-11
92003,Martial,Matheson,Senior Engineer,47478,1996-05-06
92027,Georg,Adachi,Senior Engineer,40000,1994-07-31
92043,Chriss,Lortz,Senior Engineer,59307,1997-08-24
92053,Uri,Gonthier,Engineer,79053,1998-09-22
92054,Gonzalo,Cooley,Technique Leader,65403,1986-09-11
92063,Deniz,Olivero,Senior Staff,52172,1996-12-01
92089,Youjian,Fiutem,Engineer,44320,1998-12-28
92093,Ulises,Diderrich,Senior Engineer,72076,1993-02-28
92095,Ekawit,Pargaonkar,Senior Engineer,54158,1994-08-04
92117,Djelloul,Hammerschmidt,Senior Engineer,40239,2001-10-13
92133,Tran,Sommer,Senior Staff,58003,1994-03-23
92136,Isaac,Kamber,Senior Engineer,48941,1996-02-04
92140,Heping,Khasidashvili,Senior Engineer,41628,1988-09-16
92144,Ymte,Rosar,Senior Staff,60310,1987-08-12
92145,Marl,Schueller,Staff,86009,1996-11-14
92157,Ioana,Matzel,Senior Staff,72728,1992-08-04
92185,Sarita,Cannane,Senior Staff,68740,1993-11-06
92191,Conal,Ossenbruggen,Staff,40167,1999-11-30
92210,Kazuhito,Assaf,Engineer,40000,2000-03-02
92225,Make,Versino,Staff,79752,1995-06-23
92235,Leni,Bauknecht,Senior Staff,40000,1993-03-01
92248,Alejandro,Liesche,Senior Engineer,43279,1998-03-26
92251,Jianhao,Furudate,Engineer,64631,1995-07-13
92262,Danae,Imataki,Technique Leader,46407,1992-08-12
92263,Takahiro,Spataro,Senior Staff,42132,1994-05-06
92285,Mart,Benaini,Engineer,61890,1997-08-08
92305,Srinidhi,Nooteboom,Senior Engineer,58467,1993-11-14
92313,Xudong,Setia,Senior Staff,92546,1994-10-23
92322,Jolita,Grospietsch,Senior Staff,40000,1991-09-18
92323,Florina,Azuma,Staff,67140,1999-12-27
92338,Fun,Verspoor,Senior Engineer,40000,1995-01-25
92340,Berhard,Nitsch,Senior Engineer,45547,1993-11-15
92344,Paloma,Hanabata,Senior Engineer,40000,1988-12-19
92354,Chaosheng,Lammel,Staff,41560,1998-07-19
92373,Angus,Lupu,Senior Engineer,40000,1994-04-14
92385,Nagui,Armand,Senior Staff,44386,1995-08-06
92415,Zorica,Lemarechal,Senior Staff,60129,1991-12-30
92417,Aimee,Pollacia,Senior Staff,59453,1995-09-11
92429,Mariusz,Yurov,Senior Engineer,40000,1995-04-11
92441,Shugo,Bennet,Senior Staff,53324,1992-05-17
92442,Lenore,Birdsall,Senior Engineer,48790,1991-03-12
92466,Rajmohan,Varman,Senior Staff,83883,1992-09-20
92479,Jinpo,Leuchs,Senior Engineer,40000,2000-12-14
92485,Hein,Turnbull,Senior Staff,55068,1999-04-12
92489,Bowen,Murthy,Senior Staff,40000,1996-09-24
92493,Constantijn,Merro,Senior Engineer,40000,1997-09-30
92508,Alassane,Baaz,Senior Staff,40000,1991-02-17
92513,Honesty,Asrin,Senior Engineer,55687,1999-02-18
92517,Mamdouh,Suessmith,Assistant Engineer,40000,1994-04-04
92533,Martine,Eastman,Senior Staff,40000,1991-09-07
92535,Sarita,Pero,Senior Staff,64712,1995-06-10
92536,Nitsan,Rouquie,Senior Staff,59854,1990-08-02
92563,Kensyu,Ranze,Senior Engineer,49734,1987-06-09
92592,Kirk,Lorho,Senior Staff,76317,1993-06-13
92627,Xiaoshan,Yurek,Senior Staff,60034,1997-01-28
92637,Adhemar,Denos,Senior Engineer,57104,1999-03-26
92644,Hideo,Baig,Senior Engineer,40000,1990-05-10
92646,Xianlong,Fadgyas,Senior Engineer,66314,1994-02-16
92652,Pramod,Mansanne,Engineer,40000,1998-04-01
92667,Aloke,Takanami,Senior Engineer,75466,2000-05-28
92683,Kwan,Bouloucos,Senior Engineer,40000,1996-11-19
92688,Mitsuyuki,Schahn,Technique Leader,79400,1999-06-04
92690,Jackson,Yurov,Engineer,52299,1998-03-09
92720,Sungwon,Bondorf,Senior Engineer,59377,1995-06-08
92757,Valery,Waymire,Technique Leader,59745,1995-10-18
92770,Sudharsan,Braunmuhl,Senior Engineer,46554,2000-11-21
92776,Elzbieta,Schapiro,Senior Staff,74897,1988-05-13
92785,Lunjin,Underwood,Senior Engineer,40000,1995-12-21
92796,Susumu,Tagansky,Technique Leader,43935,1997-08-17
92801,Marco,Vrecion,Engineer,46452,1998-09-21
92802,Alair,Luks,Senior Staff,76564,1993-06-05
92808,Hinrich,Junet,Senior Staff,40000,1998-02-16
92821,Ute,Journel,Senior Staff,47254,1997-01-21
92829,Nechama,Kalefeld,Senior Engineer,50087,1994-09-27
92833,Jeanna,Jullig,Senior Staff,47336,1995-05-14
92835,Freyja,Godskesen,Senior Engineer,56357,1993-03-20
92842,Maris,Lorie,Senior Engineer,40000,1996-06-29
92870,Atilio,Imataki,Senior Engineer,47261,1995-12-09
92878,Phule,Birjandi,Senior Staff,78958,1992-03-22
92879,Mana,Hellwagner,Senior Engineer,49087,1997-02-27
92888,Chanjung,Capobianchi,Senior Staff,47910,1995-01-29
92898,Gil,Ghazalie,Senior Staff,68060,1990-06-25
92945,Marlo,Tyugu,Senior Staff,92271,1986-03-07
92946,Yannik,Thombley,Technique Leader,52852,1986-11-02
92950,Weiru,Kushner,Senior Engineer,40386,1987-09-03
92959,Trygve,Honiden,Senior Staff,49541,1997-12-06
92961,Youjian,Speek,Technique Leader,57513,1986-02-25
92965,Weiye,Salinas,Staff,56969,1998-10-27
92968,Moriyoshi,Gecseg,Senior Engineer,40000,1995-03-22
92972,Marjo,Ramamoorthy,Senior Engineer,41684,1995-09-22
92977,Alair,Naumovich,Senior Staff,67607,1993-10-13
92980,Quingbo,Kakkad,Senior Engineer,50216,1993-02-02
92983,Masoud,Rosca,Senior Engineer,48444,2002-06-12
92987,Kiyotoshi,Emden,Senior Staff,56600,1999-11-27
93001,Kersti,Pusterhofer,Senior Staff,70062,1994-01-25
93017,Gian,Terkki,Senior Engineer,40000,1990-08-21
93020,Masako,Fraisse,Senior Engineer,44947,1997-09-24
93038,Chenyi,Michaeli,Senior Staff,68017,1992-08-25
93039,Martijn,Heiserman,Engineer,58307,1995-02-17
93049,Christoper,Ananiadou,Engineer,45717,1998-05-28
93061,Cheong,Matteis,Senior Engineer,53754,1994-10-22
93080,Amstein,Heering,Staff,88350,1996-11-06
93085,Evgueni,Parhami,Senior Staff,59899,1989-04-09
93086,Arco,Lubachevsky,Engineer,44885,1995-08-05
93095,Sushant,Krider,Senior Staff,45023,2001-07-02
93102,Magdalena,Barvinok,Senior Engineer,40000,2001-02-14
93103,Ramya,Kermarrec,Senior Staff,40000,1991-07-26
93107,Martien,Buchter,Senior Engineer,43059,1985-10-31
93108,Danny,Dayang,Senior Engineer,40000,2000-08-25
93120,Maria,Calkin,Senior Staff,40000,1991-05-21
93123,Kirk,Shackel,Senior Engineer,50787,1997-06-29
93130,Kwun,Neimat,Senior Staff,90388,1999-11-28
93143,Tonia,Makinen,Senior Staff,43377,1998-08-03
93150,Piyush,Papsdorf,Senior Staff,60559,2001-03-02
93160,Trygve,Hinsberger,Senior Staff,55396,2000-11-26
93161,Giao,Garrabrants,Senior Staff,81897,1986-12-04
93164,Frazer,Ruemmler,Senior Staff,52877,2002-03-01
93183,Kenton,Marzano,Senior Engineer,47299,1994-11-04
93189,Neven,Dalton,Senior Engineer,43919,1993-07-17
93195,Domenico,Baak,Senior Staff,40000,1992-10-30
93197,Arie,Magliocco,Staff,91424,1999-05-02
93203,Danel,Zizka,Senior Staff,45304,1996-02-18
93219,Dulce,Kolinko,Engineer,40000,1996-10-31
93221,Sanjit,McDermid,Senior Staff,50551,1995-07-20
93224,Shigeo,Gonthier,Senior Engineer,69126,1986-02-05
93241,Juichirou,Borstler,Senior Staff,72731,1986-11-27
93254,Shigeo,Cichocki,Senior Staff,63450,1995-01-07
93261,Pintsang,Luca,Assistant Engineer,44298,1999-11-20
93273,Eberhardt,Schwartzbauer,Senior Staff,40000,1992-02-08
93291,Kasidit,Hofstetter,Senior Staff,60896,2002-05-26
93296,Baoqiu,Montresor,Senior Staff,64693,1988-04-18
93299,Hatsukazu,Swist,Senior Engineer,65191,1988-03-06
93314,Carrsten,Beeson,Senior Engineer,40000,1992-09-29
93321,Masako,Nivat,Senior Staff,66526,1992-07-22
93329,Shirish,Anily,Senior Staff,82724,1987-05-06
93344,Bernardo,Escriba,Senior Staff,74129,1993-01-07
93357,Padma,Prochazka,Senior Staff,64343,1992-07-04
93359,Elliott,Takanami,Staff,62448,1995-02-03
93366,Heejo,Schach,Senior Staff,71579,1992-03-07
93385,Sibyl,Marrakchi,Senior Engineer,40000,1992-11-24
93389,Sungwon,Hooghiemstra,Senior Engineer,48553,1991-11-22
93396,Giap,Penn,Senior Engineer,40000,1991-11-11
93399,Rosalie,Bennet,Senior Engineer,40000,1987-12-09
93405,Tamiya,Marrevee,Technique Leader,53039,1985-12-14
93412,Sivanarayana,Sinicrope,Senior Staff,62485,2001-04-08
93416,Naftaly,Flowers,Senior Staff,69930,1993-05-15
93422,Nathan,Stiles,Senior Staff,52497,1997-02-25
93426,Olivera,Kambil,Senior Engineer,40000,1996-12-19
93430,Golgen,Baar,Staff,90656,1994-02-27
93433,Abdelkader,Tchuente,Senior Staff,88427,1991-04-16
93436,Ung,Crooks,Senior Staff,40779,1999-04-19
93445,Shahaf,Imataki,Senior Staff,40000,1995-06-06
93447,Gregory,Standera,Senior Staff,40000,1995-03-20
93450,Jiakeng,Kieras,Senior Staff,68059,1987-01-21
93451,Elliott,Staudhammer,Technique Leader,53522,1996-01-08
93454,Subhada,Munawer,Senior Engineer,41033,1995-03-08
93455,Tsutomu,Hashii,Senior Staff,59917,1994-02-21
93458,Jagoda,Pero,Senior Staff,45840,1996-06-26
93491,Margo,Heinisuo,Senior Engineer,40000,1997-12-18
93492,Lenore,Yetim,Senior Engineer,40000,1994-09-16
93495,Lunjin,Gill,Senior Engineer,41835,1987-09-12
93509,Lijie,Perl,Senior Engineer,40000,1991-12-09
93512,Rutger,Ramras,Senior Engineer,44544,1997-05-09
93519,Bartek,Kolinko,Senior Engineer,58520,1992-11-01
93520,Angel,Unni,Senior Staff,43894,1997-11-15
93536,Zhonghua,Zongker,Senior Engineer,54589,1993-07-20
93539,Stevo,Heystek,Senior Staff,73867,1993-10-04
93540,Vitali,Thebaut,Engineer,40000,1996-02-01
93551,Sanjay,Shrader,Senior Staff,72440,1991-06-23
93553,Maris,Swist,Senior Staff,66269,1994-10-19
93561,Mario,Takkinen,Senior Staff,80036,1998-06-14
93576,Xuedong,Thorensen,Senior Staff,70898,1994-06-17
93601,Leucio,Piveteau,Senior Staff,47561,1995-12-30
93603,Moon,Gniady,Staff,40000,1996-10-29
93611,Mizuhito,Gronowski,Staff,47845,1997-11-17
93634,Dietrich,Chelton,Senior Staff,53040,1991-01-06
93653,Filipp,Greenaway,Senior Staff,40000,1995-03-15
93670,Djelloul,Pulkowski,Technique Leader,54647,1985-08-27
93682,Mari,Mukaidono,Senior Engineer,40408,1998-02-25
93686,Zhiwei,Radivojevic,Senior Staff,40000,1997-07-22
93718,Moie,Kropf,Senior Staff,40000,1995-08-04
93721,Supot,Isaak,Senior Engineer,50876,1994-03-13
93722,Tetsurou,Kavraki,Senior Staff,58350,1990-03-22
93729,Maik,Sadowsky,Senior Staff,40000,1997-04-18
93730,Aemilian,Noriega,Senior Staff,57937,1993-12-07
93735,Bernice,Krichel,Senior Engineer,51788,1993-07-15
93742,Shay,Ushiama,Senior Staff,65129,1986-11-15
93745,Mandell,Schrooten,Senior Engineer,41972,1992-04-15
93747,Martina,Christ,Senior Engineer,54442,1998-10-04
93754,Xianlong,Ernst,Staff,51626,1997-08-24
93763,Kazuhisa,Jullig,Senior Staff,82505,1988-02-09
93778,Genki,Waterhouse,Senior Engineer,41371,1987-03-04
93785,Francesca,VanScheik,Senior Engineer,45564,1994-06-17
93796,Zhonghua,Armand,Senior Engineer,46673,1994-02-03
93798,Monique,Azumi,Senior Engineer,68796,1995-03-02
93813,Giordano,Janetzko,Senior Staff,66154,1993-10-31
93825,Rosella,Mitsuhashi,Senior Engineer,83974,1992-08-23
93846,Parke,Bratten,Senior Engineer,44861,1995-08-20
93854,Constantine,Rosaz,Senior Engineer,40000,1993-11-06
93869,Lijie,Maccarone,Senior Engineer,42219,1987-06-08
93887,Zdislav,Sidou,Senior Engineer,40000,1995-05-03
93915,Genevieve,Waymire,Engineer,40000,2000-01-29
93921,Chuanti,Driscoll,Senior Engineer,51567,1997-05-27
93928,Tomoyuki,Axelband,Staff,97546,1995-09-24
93932,Giap,Parveen,Senior Staff,67638,1992-10-08
93938,Boutros,Veeraraghavan,Staff,117948,1999-08-09
93942,Thanasis,Tiemann,Senior Engineer,40000,1998-05-26
93947,Toshiki,Heyers,Engineer,40553,1997-03-08
93958,Morrie,Cyre,Senior Staff,40000,1993-01-08
93960,Xianlong,Seghrouchni,Senior Staff,79786,1991-04-23
93964,Shimshon,Chelton,Senior Staff,47440,1988-05-21
93975,Gererd,Calkin,Senior Staff,50598,1993-01-13
93976,Demin,Dengi,Senior Staff,43871,1997-11-08
93984,Saniya,Journel,Senior Staff,40000,1994-03-07
93986,Elzbieta,Perry,Senior Staff,74080,1992-03-24
93995,Saeed,Luon,Senior Engineer,40000,1997-11-19
94008,Sumali,Itzfeldt,Senior Staff,71411,2001-08-03
94028,Bernt,Fraisse,Senior Staff,58868,1991-10-11
94030,Masato,Shobatake,Assistant Engineer,40000,1998-07-03
94032,Jinya,Katiyar,Senior Engineer,49006,1997-08-28
94034,Vasilis,Riesenhuber,Engineer,40000,1998-02-28
94042,Yonghoan,Bruckman,Senior Staff,76816,1999-12-10
94046,Valeska,Nourani,Senior Staff,63968,1988-07-07
94062,Maia,Genther,Senior Staff,40000,1994-11-21
94118,Gina,Ellozy,Technique Leader,40000,1987-07-07
94120,Limsoon,Ohori,Senior Engineer,40000,1994-07-28
94142,Weiyi,Avouris,Senior Engineer,52579,1992-08-21
94143,Bartek,Argence,Senior Engineer,40000,1992-05-10
94150,Geoffrey,Eiron,Staff,81171,1997-11-29
94156,Kristen,Norsworthy,Senior Staff,50660,1994-12-09
94161,Sajjad,Zuberek,Senior Staff,47335,1997-09-12
94164,Frazer,Naumovich,Senior Staff,59615,1994-09-27
94170,Bader,Yoshimura,Senior Staff,40000,1997-09-16
94172,Ronnie,Bage,Senior Staff,74442,1995-08-05
94195,Arch,Rabehasaina,Senior Staff,40000,1993-10-01
94200,Mahendra,Michaeli,Senior Staff,56983,1992-03-29
94201,Mana,Fabrizio,Senior Engineer,57010,1990-10-14
